id,score
2491,1.5736031466039675
2707,1.9821709148967313
1248,2.1823008320786084
1433,2.4751567600124647
2339,2.05499952169119
773,2.0831487071665387
1330,3.8459429533330542
1561,1.9062206032695235
1904,2.144469205849227
912,2.3566320144915234
2420,2.2106317866141096
888,2.390979586291791
1780,1.7527990581433581
1395,3.47913448384727
2551,2.4717098626376566
1778,2.1164634526836013
2060,2.335638897629019
2834,1.5722914280613407
2089,2.436928674337693
744,1.6363086571766274
2205,2.4234517574994836
2156,2.796964031696817
1229,3.1276018327809694
963,2.4183943800500187
2769,2.4557503864069274
885,2.0739229850672363
2712,2.7378140415116237
2657,2.2002836052043127
1545,2.7996722981220956
1509,1.04638516316241
1791,1.9767411153249739
2322,1.812585283549958
1838,2.3511128665095016
749,2.7115545384825612
947,2.6815648231195195
981,2.431127657424106
2471,1.9572830986534613
2180,1.5291582507904316
1895,2.534532533510722
2113,2.3835739382536207
1255,2.806180636723069
1893,1.8510912966336632
2277,2.2163778106512293
1955,2.7906329509302337
2346,1.7162117555004905
2871,1.9592744058202212
874,2.6865945286930586
2589,2.3763087945344648
1616,2.149124155713758
2653,1.9784801230734177
2305,1.9837895574933546
2357,2.5325135920149147
1890,1.7297743462662252
1701,2.2490631924547593
3005,2.057108984979624
2591,2.3137410791107613
2148,2.3730127783565282
1623,2.050531405517511
2410,2.2153092317899223
2165,1.601395503619929
3063,2.4508947061632576
2535,1.837201760662663
1222,2.0519794659283748
1816,1.9658016119934687
1700,3.516172456815104
811,2.907786385562203
2639,2.1839387233286387
2208,2.196078073374352
2538,2.104045461272882
1087,3.310271484068552
1662,1.6782279578577282
3077,1.9300772231664152
2917,1.9299738468752365
1922,2.503865291036711
2866,2.2387689860521682
2691,2.1113614937736496
1557,1.985566724868267
1896,2.4883000781066857
2247,1.8945827745673967
2583,2.1424414204250923
2893,2.00014139344435
1126,2.6945271185886748
2877,2.823944014649933
1332,2.8361309330260123
2209,1.6222790074565605
2460,2.2236427901766644
1054,2.3495926748772313
1455,1.794413948993431
2292,2.0378036624684666
1753,1.0576448921576058
2793,2.5822995592346945
2190,2.1572871742347273
2848,2.057151170485115
1813,2.565909150183862
1907,1.872807918705289
940,2.422240927633541
2066,1.4235503708209254
2304,2.017362283653389
2211,1.8361589374867435
1464,2.472143278932773
1337,3.29127260608829
1592,2.7891920493969
2805,1.9308730571410804
1764,2.335043094826227
1195,2.231799512462399
2486,2.339192983895288
1988,1.7165724205280015
770,2.2134505959671302
2153,2.3325009136471566
1615,1.7852327415927085
2497,2.1645036429128317
2103,1.8913422194092002
1540,1.9414847157841542
1013,1.7916577592181104
868,2.2866287852260747
1150,2.549893437082069
2188,1.606046702034202
2282,2.368519329264705
1157,2.116419837345002
2826,1.6203991009558505
2400,2.5437506324346257
2855,2.0760605168988984
2570,1.6326056873356203
2154,1.9673572800219
2676,2.0714122403404396
2931,2.736772739260597
2518,1.761517374520061
2409,1.9068634636474133
2844,2.805065456645829
1632,2.338789914383623
2161,1.8879349448567995
937,2.422122139644777
2438,1.9073292747878354
2822,2.3529970120418255
1510,1.4574196961866412
3079,3.711016718127258
1733,3.1772877103025685
1122,2.682170741918377
1354,2.1524108389631023
1133,2.8025003862323286
1254,2.6170532798937147
2057,2.2210976051857876
1178,2.0711543143930196
2122,2.3793966124645403
1342,3.7180069982784483
1803,2.6880248820871797
