id,score
2491,1.4908407506739871
2707,1.9333400366330216
1248,2.1451740986306067
1433,2.4629966892559905
2339,2.032353326987769
773,2.0396007543432235
1330,3.897374547229294
1561,1.875481188484112
1904,2.1382110228496334
912,2.3831901658135384
2420,2.206491125114091
888,2.396185249298103
1780,1.6783286419840335
1395,3.4982734308656256
2551,2.496532118113132
1778,2.0815279317180178
2060,2.334980677655527
2834,1.4874245472771934
2089,2.439502782159296
744,1.5733842762767376
2205,2.432894902499266
2156,2.8144395598539074
1229,3.175716732749357
963,2.4250096520829767
2769,2.4751202690642877
885,2.0251390599067935
2712,2.770019752825401
2657,2.2059142878202267
1545,2.8453656155825264
1509,1.0086989028540272
1791,1.9038959408699803
2322,1.7332786526064954
1838,2.329706707521436
749,2.765924343647182
947,2.7508138873924306
981,2.3989251374390945
2471,1.9292509201778785
2180,1.461143732676652
1895,2.601563752559505
2113,2.399783543840447
1255,2.8728259379614958
1893,1.812758693505273
2277,2.216832409874503
1955,2.83034414578324
2346,1.6578565462286272
2871,1.9150115142166657
874,2.6770920968312204
2589,2.367236967669607
1616,2.125155670333926
2653,1.950528898612063
2305,1.92503154958528
2357,2.55067007312551
1890,1.6562724644260838
1701,2.248176079708933
3005,2.019573341008181
2591,2.3399925326055278
2148,2.408749940459278
1623,2.0241702295405855
2410,2.2183333089386057
2165,1.5348031200700478
3063,2.47821639769303
2535,1.8001571419587543
1222,1.9658278652724115
1816,1.9431349199997312
1700,3.6426814339386135
811,2.971722731749874
2639,2.1650896933208976
2208,2.190424057322882
2538,2.0826694659251284
1087,3.393256305211838
1662,1.5950901729981342
3077,1.878221592930969
2917,1.912923600616426
1922,2.502150051474564
2866,2.2386702018743
2691,2.0996942695081477
1557,1.9455978737178732
1896,2.5019600641942135
2247,1.8404620587130092
2583,2.154831918897829
2893,1.980334167166533
1126,2.7085193586221368
2877,2.8913936150842243
1332,2.8655516310779574
2209,1.5517220559018683
2460,2.252414592542293
1054,2.347428825226714
1455,1.7177047233197487
2292,2.0165866875818224
1753,1.0104890311595933
2793,2.6337087254702967
2190,2.091895428382849
2848,2.026225738088199
1813,2.5598753730336803
1907,1.8041700344719882
940,2.414308144332394
2066,1.3561669353841639
2304,1.9343516707852764
2211,1.7825849237172604
1464,2.4503297301495435
1337,3.3490720868670305
1592,2.81778184236837
2805,1.886419198336676
1764,2.37220945659768
1195,2.225539771270783
2486,2.324705972687508
1988,1.6548529236247211
770,2.2490511687935872
2153,2.337198702179384
1615,1.7488407743894065
2497,2.1584312301249637
2103,1.8732626436607345
1540,1.9298333828027183
1013,1.7330139848774666
868,2.2631374148131136
1150,2.5827003345204878
2188,1.5147093534722782
2282,2.368233399443101
1157,2.1211622853179515
2826,1.5383482314212547
2400,2.6002072185895115
2855,2.0443793416115876
2570,1.5655383205450368
2154,1.9530482175657213
2676,2.0680171253912665
2931,2.7822122946115275
2518,1.7162237467702404
2409,1.8225025109721642
2844,2.83754788881808
1632,2.3546292205453243
2161,1.7798247968524223
937,2.4295848415848544
2438,1.8641532443196331
2822,2.3674170448491285
1510,1.4092839336758305
3079,3.763104263677067
1733,3.210668508515149
1122,2.654886320927433
1354,2.098073076933213
1133,2.77106079206645
1254,2.63586478908651
2057,2.1992344514109634
1178,2.0768413547676206
2122,2.380135213241489
1342,3.8167889403055013
1803,2.6805681299712996
2967,2.3147073820214614
959,4.07645725361089
1143,4.285078827023297
2868,2.0466403889641764
2030,2.8747547807779217
1110,2.70816630671784
784,3.1381427952057575
2900,2.371271880958004
2709,1.922772099105711
3015,2.3240544188569983
1186,1.7594259997978279
2542,2.6789686053980035
939,2.2855563354287756
776,1.9918262788478165
2167,2.443528896936169
1944,1.8286776910052973
1264,3.48624755766666
999,1.6086697733858637
2130,2.6612817379334954
2450,1.8463675574068068
3028,1.814903434671563
3080,2.0876641620052228
2059,2.510628226757459
1050,2.4024392479622545
2136,1.8477771151907643
2078,2.200855320818877
2428,1.3471704330411023
2514,1.6480859193250947
2483,1.902248454085649
3053,2.0724899642546273
2933,1.803386418621574
2408,2.1169480937114127
2889,2.356527029947878
1817,2.2436322875457946
1717,3.1989629485638558
2994,1.9262133333003422
1736,1.952877148411097
1161,2.0560123476957592
1637,1.96642910894661
1003,2.950630933849261
1673,2.3318603608607287
835,1.580399114648006
824,2.3159087485957786
2905,2.7789190715107868
1459,2.1422740374689417
879,2.7876311572695243
2052,2.7545946355871656
2397,1.4196979567211832
1837,3.2029268696169457
903,3.2458587426858467
1567,2.480203213137762
2692,1.772497166981748
918,2.049727133969576
1937,2.2670901413295472
2284,2.225371271942671
1066,2.727744434251546
1164,1.661815510359626
1502,3.597702213200586
1629,2.359182762711907
2475,1.7193042876082927
1227,2.7342665021181074
1107,2.6359798323389647
878,2.8382255729107753
1887,1.9837495957918285
1407,4.356720955947634
1393,4.191669756010753
1281,3.0580818856464806
1800,2.90399339165747
2689,1.4206982995199189
2685,2.5004897181705648
2344,1.6316236768761316
1556,2.1929272931249977
2484,2.2017971199837225
2843,2.700270225020659
1182,1.6113884260201612
1865,1.5728812509360308
751,2.676793389486668
809,2.862718459495142
818,1.9709138977005594
1116,2.1412228541117937
2251,2.421799027369998
1804,2.3210387434189714
1920,3.8549258209999833
1456,2.9159990487586125
2430,1.7432483990661662
2432,1.9616477102234686
1207,3.7353313118182263
2296,2.307220130135918
954,1.954619595849246
1507,1.0137579110962605
2876,2.647809561466981
2544,1.2964135290993024
2199,2.7856907553673036
2782,2.1914771836395768
2266,2.711606712950661
2702,1.651103304851607
2746,1.3558609839431413
1603,1.0398999208180941
991,3.6082995560476183
930,2.8084298426379637
1024,1.8435214673656142
2112,2.4899122511695673
2290,2.1567330910461475
2360,1.5217567752574623
834,2.4832848901351627
911,3.5532546713918327
2329,1.914158495858198
1963,1.7930282983441455
2477,1.6587876218261344
1761,1.6223032252143441
1171,2.032519652956215
1108,3.1619615766179816
1531,1.886802396227186
2654,1.545057793335565
2956,1.8112696419523282
1067,3.3993262280186793
1377,2.509172224701549
1317,3.253928569693195
1329,1.5678065440749913
2007,2.042473460847628
1767,3.3567888496491287
2884,1.9127727013431317
2423,2.091759720419904
1536,2.0983814096744102
1021,1.9148676042974322
1802,2.251908688547645
1586,2.5563590046533498
1378,3.8903105194165795
743,1.9139164392450265
2730,2.6301753986811236
1723,1.9474655988856742
713,2.4417663189197847
1488,2.9737647426075733
2656,2.463683267745793
975,2.2155073625558175
1318,2.6139711793172826
3035,3.075684377733566
2501,2.143526018832356
1102,3.175019876307764
1562,1.974332364585451
2625,2.2228389777933004
1351,3.032552059000759
1343,4.70181234041952
1613,1.5812385204520856
1754,1.0120063544820375
2225,2.2197585318567907
1140,2.3683179181768623
2829,2.033083787006783
1785,2.2068111287171974
2620,1.7600935645433415
765,2.8918145363359233
2635,1.7947990523105712
