id,score,pred
979,4.997916666666667,5
1106,2.5229166666666667,2
1894,1.8140625,1
1718,1.7640625,1
1989,2.099479166666667,2
2010,1.3963541666666666,1
2356,2.206770833333333,2
1179,1.3145833333333334,1
3001,1.3026041666666666,1
796,4.032291666666667,4
1771,1.4072916666666666,1
986,2.5052083333333335,2
1725,1.2635416666666666,1
1296,4.272916666666666,5
2983,1.678125,1
2666,2.70625,3
2573,2.6953125,3
1999,2.95625,3
1828,1.6541666666666666,1
1877,4.985416666666667,5
2087,2.4557291666666665,2
1581,2.1802083333333333,2
1185,4.98125,5
1873,1.4854166666666666,1
952,3.4833333333333334,4
2572,1.0026041666666667,1
1835,4.466666666666667,5
1320,1.9713541666666667,2
2083,2.0953125,2
1310,3.6416666666666666,4
1053,3.390625,4
1698,1.9109375,2
1372,3.103125,3
2847,1.3536458333333334,1
2537,2.8072916666666665,3
2808,1.809375,1
1311,3.246875,3
2863,2.059375,2
3085,1.4598958333333334,1
1265,3.221875,3
2446,1.5510416666666667,1
2186,2.6416666666666666,3
2898,1.9130208333333334,2
2529,2.9520833333333334,3
2810,1.0078125,1
997,2.0713541666666666,2
2836,1.3,1
2194,1.6354166666666667,1
1964,1.5942708333333333,1
910,4.548958333333333,5
2032,1.4947916666666667,1
1405,4.589583333333334,5
1305,4.730208333333334,5
799,2.4067708333333333,2
1145,4.2875,5
1083,4.933333333333334,5
2913,3.0,3
1370,2.821875,3
1379,3.3072916666666665,4
2896,2.580208333333333,3
2406,2.338020833333333,2
3060,1.9682291666666667,2
2470,2.69375,3
1678,4.205208333333333,5
877,2.4614583333333333,2
1972,1.9692708333333333,2
1812,1.0,1
2796,2.0796875,2
3051,1.5473958333333333,1
983,1.3276041666666667,1
1275,2.7828125,3
1998,1.90625,2
2210,1.3166666666666667,1
2786,1.2682291666666667,1
951,4.421875,5
2465,1.15625,1
1228,1.384375,1
2524,2.0614583333333334,2
2093,1.1010416666666667,1
1921,4.296875,5
3034,1.3276041666666667,1
1676,3.529166666666667,4
1214,3.915625,4
2275,2.1494791666666666,2
2789,2.564583333333333,3
756,2.130729166666667,2
1130,3.0104166666666665,3
1555,1.3833333333333333,1
1487,1.6203125,1
2041,1.9171875,2
1931,1.146875,1
1349,1.3067708333333334,1
725,2.970833333333333,3
1006,4.011458333333334,4
989,4.729166666666667,5
2265,1.3333333333333333,1
1969,1.3078125,1
2562,2.06875,2
2959,2.0848958333333334,2
2102,1.78125,1
933,3.4604166666666667,4
1648,4.344791666666667,5
1132,1.6104166666666666,1
2912,2.5947916666666666,3
1602,1.0442708333333333,1
