id,score,pred
979,4.93409108219543,5
1106,2.5416324750057764,3
1894,1.7437313601969484,1
1718,1.6748865462271492,1
1989,1.8725463633832207,1
2010,1.4931175463117725,1
2356,2.011838321404797,2
1179,1.5388363939992855,1
3001,1.497015563868752,1
796,3.806641597379827,4
1771,1.5433851839162556,1
986,2.4229929850891394,2
1725,1.206873986697257,1
1296,4.004480830335131,4
2983,1.685213910632976,1
2666,2.542671610078046,3
2573,2.538780561767633,3
1999,2.727051775230553,3
1828,1.463910691198024,1
1877,4.913753607869268,5
2087,2.0689112085594346,2
1581,1.9750043145212408,2
1185,4.863492155491637,5
1873,1.4949498581902279,1
952,3.2915948215904054,4
2572,1.099442097104169,1
1835,4.187547247702709,5
1320,2.080446778555925,2
2083,2.0033903528390016,2
1310,3.8828685190062195,4
1053,3.2091096141045927,3
1698,1.9194844001031848,2
1372,2.7107317744164794,3
2847,1.369156340127394,1
2537,2.400632863339613,2
2808,1.8639444421550355,1
1311,3.15307735331194,3
2863,2.0594774769122735,2
3085,1.4638026933979185,1
1265,3.077436591688464,3
2446,1.6433065860964597,1
2186,2.7616784221622366,3
2898,1.9762021817163111,2
2529,2.9201112940773557,3
2810,1.0740197243046863,1
997,1.957208201170509,2
2836,1.3946903989927315,1
2194,1.5967345231393602,1
1964,1.6808751834117255,1
910,4.3667629527467655,5
2032,1.5368717884233323,1
1405,4.580213051826216,5
1305,4.68244875141846,5
799,2.7408574670694263,3
1145,3.965832653839635,4
1083,4.718543535998241,5
2913,2.799794598179089,3
1370,3.189272531540976,3
1379,3.158764432147303,3
2896,2.406435005045309,2
2406,2.266513449664851,2
3060,1.8503627892487535,1
2470,2.6458579232198463,3
1678,4.1189972108713695,5
877,2.53636541108194,3
1972,2.0105817870151146,2
1812,1.0414978207389036,1
2796,2.0007935439188853,2
3051,1.580844440232597,1
983,1.5984205433049543,1
1275,2.392539294237327,2
1998,1.655446397560662,1
2210,1.725757201002183,1
2786,1.2296493754944362,1
951,3.941328349213399,4
2465,1.1471322316697983,1
1228,1.551892563424046,1
2524,1.8192378769385096,1
2093,1.2238587107469956,1
1921,4.167039954444811,5
3034,1.2382618994668526,1
1676,3.186524513856995,3
1214,3.7685061174076213,4
2275,2.1082138350844604,2
2789,2.538397056314413,3
756,2.169523459330089,2
1130,2.80682752312,3
1555,1.3355350712809217,1
1487,1.5570735045497708,1
2041,1.7677226635461176,1
1931,1.403902968281287,1
1349,1.751109242388281,1
725,2.93633351069049,3
1006,4.0636666988352825,4
989,4.576441061160211,5
2265,1.8198183708478075,1
1969,1.3807155768860664,1
2562,2.1214002083639967,2
2959,2.3002158034630553,2
2102,1.7828323979210439,1
933,3.457835813308702,4
1648,4.290497958320306,5
1132,1.8670292254073515,1
2912,2.3329255682815537,2
1602,1.0476029325671599,1
1627,4.141807288958685,5
1302,3.866674498407665,4
1910,2.1853190539883354,2
1208,1.9975437801089255,2
1109,3.101180929215723,3
908,3.7022614236517253,4
2819,1.4069838336215283,1
2106,1.5261106477101527,1
899,4.570171460163851,5
2262,2.1069898852377205,2
1429,1.9962291281494768,2
828,1.7516521378987246,1
1900,1.2982172668211158,1
1368,1.8226842547654571,1
767,4.256579655104224,5
849,2.705508792786831,3
1442,1.0917416150553143,1
2693,2.3098846562820254,2
2947,1.5295640724042585,1
1925,3.6646598534302326,4
2062,2.822983470251525,3
987,3.388751768980181,4
2354,1.6469834678604764,1
3018,1.2121268263188893,1
2577,2.2805716529285527,2
1082,4.643750275995343,5
2144,1.538996923526886,1
2880,1.9427281698376229,2
1626,4.874271110710719,5
1400,2.5351737393829343,3
1051,2.836013471562728,3
2603,1.2850906044728672,1
1135,1.2850437736006968,1
2452,2.062750853675987,2
1482,2.3242676704983656,2
2206,3.890088388718597,4
1282,3.1836902628259507,3
1500,1.3196149304557034,1
1992,1.60756410649297,1
1114,3.078078891402941,3
769,2.760637620069024,3
2828,2.1528839576571173,2
2988,1.0850584116009578,1
2259,2.0684659454162055,2
2237,1.9484931518562592,2
2121,1.0857698498676458,1
2597,1.4545489785325902,1
2767,1.1973339065092197,1
2593,3.844039418427467,4
2878,1.1513235794202044,1
1427,3.1822966475472927,3
2061,2.896642560336332,3
1211,2.6753258819854,3
1467,3.8181394264943846,4
929,2.53221553130215,3
1244,2.9142018743104527,3
1419,4.373701841737355,5
1321,3.5615473427995537,4
1747,4.389981134277426,5
1569,2.5938294681137366,3
1908,2.235984091340935,2
1074,3.7845559999891405,4
1814,2.789813501420545,3
723,2.908330822683381,3
2500,1.1076860609255565,1
1710,3.7944289635861437,4
931,2.724280452097503,3
1768,2.649501871163413,3
718,3.6525860630132025,4
1978,3.1512839440198133,3
1232,3.2239753002550255,3
996,3.003404658354868,3
2791,1.236503010176742,1
1773,1.6138474616138914,1
1011,3.896440758373606,4
2419,1.3485701107187629,1
884,1.7925449217317504,1
1824,1.343124462446285,1
1986,1.7405778131160856,1
2037,1.0838853116868585,1
2962,3.12584064747268,3
1508,1.0363617962255143,1
1032,2.356265434948829,2
1061,1.550859077782812,1
1299,2.4129146637408576,2
2903,1.3171673073582644,1
857,1.8586937264552996,1
2421,1.1454496849396214,1
1806,3.215053708573745,3
2973,1.2270027085044835,1
1172,1.0363427246169987,1
1042,2.2415107186031773,2
1007,3.3936303210004604,4
2505,1.1889579650311326,1
920,2.701997865289563,3
1583,1.1897131994226688,1
2022,1.8753647626912109,1
2951,2.421996362360299,2
2381,1.659258374756352,1
863,2.99705603650291,3
1444,1.448429333922798,1
1060,2.933938619377377,3
748,1.8292009750522429,1
2989,2.0582549204706355,2
3008,2.327481483599049,2
2469,1.1992113639694821,1
1068,3.0854571459529634,3
2258,4.018545395119648,4
3069,1.227615678303016,1
1579,3.8357395137886763,4
1990,1.6121587660303023,1
1209,1.2947488517529762,1
1649,3.2625544648447558,4
2120,1.3125801920447238,1
2814,1.8235045685539426,1
1313,4.115301104139988,5
2641,2.3405484108851735,2
2622,2.223581921145656,2
1851,2.1548698947475766,2
2650,2.67650740749154,3
2920,1.8027464821554604,1
1180,1.1002572489917493,1
2968,1.2416296331081262,1
1827,1.6813710932597425,1
1350,2.453878688039579,2
1949,3.2737958202616015,4
2714,3.5368713989769955,4
1737,3.554092116198349,4
3059,2.1485127038263667,2
1834,3.561118771252875,4
2600,1.239977979294242,1
729,2.35337457044127,2
892,1.600705760491428,1
820,1.9662525174083088,2
2191,2.643780933654788,3
1534,1.6967776949269289,1
896,1.0651814142288933,1
2987,1.8989821960896862,2
2658,2.08012811534795,2
2549,1.7356705888959398,1
1298,2.4602150963675884,2
1123,3.476381860741495,4
2326,1.7445165442240047,1
1573,1.8290824447389016,1
1664,3.142650623368371,3
2734,2.1432062547417665,2
990,4.030019858335789,4
2230,1.2969320364225467,1
1441,1.4251775911426594,1
1436,1.6716975199857829,1
2424,4.345002859914755,5
2082,1.661429191786327,1
2643,1.3766884038059737,1
1971,1.7839072595359284,1
2149,2.6498196450966285,3
1993,1.8129677238479596,1
2390,1.349985230047292,1
2736,1.2133010514361766,1
1138,2.725353308701649,3
2690,2.789931793196307,3
1757,4.158197161241566,5
1589,1.1997272631349676,1
2358,1.5851942420437057,1
1230,3.7754438248935536,4
1120,2.535029599643426,3
2495,1.362676311451883,1
2492,3.1059821542679606,3
2264,1.8990569315329104,2
1481,3.8675785035056363,4
2033,2.481477921672559,2
1704,1.80709907312386,1
2114,1.609780972299275,1
1699,1.7673901229245292,1
2854,2.4084676722488885,2
2534,1.320935896034694,1
1486,3.170444563233437,3
2476,2.5649726746924033,3
2449,2.9102072206840255,3
1465,1.3887789782264985,1
982,4.018245013622458,4
2664,1.560921081080977,1
800,2.3930147780914925,2
2017,1.9651518665755794,2
1163,1.3970205998917453,1
2507,1.8977467767915304,2
2437,1.468935096663042,1
2074,1.5048679837116719,1
1859,1.591463312250118,1
2098,2.3360859045285447,2
873,1.243582102976939,1
1644,2.3387532543571066,2
998,3.6145958485670304,4
2269,2.0889705843702515,2
