id,score,pred
979,4.987239583333333,5
1106,2.6829427083333335,3
1894,1.5500651041666667,1
1718,1.587890625,1
1989,1.8037109375,1
2010,1.5224609375,1
2356,1.7595703125,1
1179,1.4994140625,1
3001,1.547265625,1
796,3.4859375,4
1771,1.6698567708333334,1
986,2.3068359375,2
1725,1.0843098958333333,1
1296,3.7022135416666666,4
2983,1.665234375,1
2666,2.581770833333333,3
2573,2.697265625,3
1999,2.260546875,2
1828,1.2745442708333334,1
1877,4.970052083333333,5
2087,1.7286458333333334,1
1581,1.7434895833333333,1
1185,4.83046875,5
1873,1.2835286458333333,1
952,3.1045572916666666,3
2572,1.1823567708333333,1
1835,3.884765625,4
1320,2.2986328125,2
2083,2.1102864583333334,2
1310,4.273307291666667,5
1053,2.906640625,3
1698,2.018815104166667,2
1372,2.2407552083333333,2
2847,1.2977864583333334,1
2537,2.054947916666667,2
2808,2.0315755208333335,2
1311,3.087109375,3
2863,2.0158203125,2
3085,1.6248046875,1
1265,2.6967447916666667,3
2446,1.653515625,1
2186,3.121223958333333,3
2898,2.2860677083333334,2
2529,2.9091145833333334,3
2810,1.1172526041666666,1
997,1.7718098958333333,1
2836,1.4688151041666666,1
2194,1.5659505208333333,1
1964,1.7751953125,1
910,4.082552083333334,5
2032,1.6998046875,1
1405,4.61953125,5
1305,4.534244791666667,5
799,3.0572916666666665,3
1145,3.677604166666667,4
1083,4.834114583333333,5
2913,2.793098958333333,3
1370,3.586197916666667,4
1379,3.03359375,3
2896,2.1493489583333334,2
2406,2.2388671875,2
3060,1.6427734375,1
2470,2.6942708333333334,3
1678,4.026692708333333,4
877,2.699088541666667,3
1972,1.9689453125,2
1812,1.0199869791666667,1
2796,1.842578125,1
3051,1.69296875,1
983,1.8314453125,1
1275,1.9258463541666666,2
1998,1.4248697916666666,1
2210,2.242903645833333,2
2786,1.1149739583333333,1
951,3.457291666666667,4
2465,1.0712239583333334,1
1228,1.7457682291666667,1
2524,1.6339192708333334,1
2093,1.2767578125,1
1921,4.010286458333334,4
3034,1.137109375,1
1676,2.714453125,3
1214,3.619010416666667,4
2275,1.9811197916666667,2
2789,2.545182291666667,3
756,2.151627604166667,2
1130,2.6041666666666665,3
1555,1.20859375,1
1487,1.4525390625,1
2041,1.7160807291666667,1
1931,1.6763020833333333,1
1349,2.184309895833333,2
725,3.03671875,3
1006,4.013802083333333,4
989,4.531119791666667,5
2265,2.3336588541666665,2
1969,1.3337890625,1
2562,1.9381510416666667,2
2959,2.449088541666667,2
2102,1.7169270833333334,1
933,3.498046875,4
1648,4.25390625,5
1132,2.1094401041666666,2
2912,2.164908854166667,2
1602,1.0649088541666667,1
1627,3.7213541666666665,4
1302,4.15078125,5
1910,2.3788411458333334,2
1208,1.5951822916666667,1
1109,3.0677083333333335,3
908,3.9231770833333335,4
2819,1.3361328125,1
2106,1.5913411458333333,1
899,4.679947916666666,5
2262,2.064322916666667,2
1429,2.284309895833333,2
828,1.7036458333333333,1
1900,1.1240234375,1
1368,1.9556640625,2
767,4.149088541666667,5
849,2.5436197916666665,3
1442,1.0513020833333333,1
2693,1.6290364583333334,1
2947,1.7890625,1
1925,4.096223958333334,5
2062,2.838151041666667,3
987,3.593489583333333,4
2354,1.6646484375,1
3018,1.3033203125,1
2577,2.2080078125,2
1082,4.516536458333333,5
2144,1.4785807291666666,1
2880,1.7013020833333334,1
1626,4.934375,5
1400,2.9536458333333333,3
1051,2.9619791666666666,3
2603,1.184765625,1
1135,1.2301432291666667,1
2452,2.204361979166667,2
1482,2.4272135416666667,2
2206,2.9717447916666666,3
1282,3.2016927083333333,3
1500,1.58515625,1
1992,1.7110677083333334,1
1114,2.880598958333333,3
769,2.2881510416666666,2
2828,1.8021484375,1
2988,1.1214192708333333,1
2259,2.053971354166667,2
2237,2.0010416666666666,2
2121,1.0107421875,1
2597,1.4983072916666667,1
2767,1.2304036458333334,1
2593,3.921484375,4
2878,1.2106770833333333,1
1427,3.0028645833333334,3
2061,2.754036458333333,3
1211,2.195182291666667,2
1467,3.7291666666666665,4
929,2.844921875,3
1244,2.6647135416666665,3
1419,4.367708333333334,5
1321,3.555859375,4
1747,4.5671875,5
1569,2.4268229166666666,2
1908,2.3276041666666667,2
1074,3.5696614583333335,4
1814,2.3717447916666665,2
723,3.1462890625,3
2500,1.0134765625,1
1710,3.9204427083333333,4
931,3.0540364583333335,3
1768,2.7513671875,3
718,3.9067708333333333,4
1978,3.117057291666667,3
1232,2.765755208333333,3
996,2.9830729166666665,3
2791,1.3982421875,1
1773,1.1328776041666666,1
1011,4.16796875,5
2419,1.5122395833333333,1
884,1.7966796875,1
1824,1.5942708333333333,1
1986,1.9093098958333334,2
2037,1.0328776041666667,1
