id,score,pred,p_label_1,p_label_2,p_label_3,p_label_4,p_label_5
713,3.0,3,0.0,0.0,1.0,0.0,0.0
743,1.0,1,1.0,0.0,0.0,0.0,0.0
744,1.0,1,1.0,0.0,0.0,0.0,0.0
749,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
751,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
765,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
770,3.0,3,0.0,0.0,1.0,0.0,0.0
773,2.0,2,0.0,1.0,0.0,0.0,0.0
776,3.0,3,0.0,0.0,1.0,0.0,0.0
784,2.0,2,0.0,1.0,0.0,0.0,0.0
809,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
811,2.0,2,0.0,1.0,0.0,0.0,0.0
818,4.0,4,0.0,0.0,0.0,1.0,0.0
824,3.0,3,0.0,0.0,1.0,0.0,0.0
834,1.0,1,1.0,0.0,0.0,0.0,0.0
835,2.0,2,0.0,1.0,0.0,0.0,0.0
868,2.0,2,0.0,1.0,0.0,0.0,0.0
874,3.0,3,0.0,0.0,1.0,0.0,0.0
878,5.0,5,0.0,0.0,0.0,0.0,1.0
879,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
885,5.0,5,0.0,0.0,0.0,0.0,1.0
888,1.0,1,1.0,0.0,0.0,0.0,0.0
903,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
911,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
912,3.0,3,0.0,0.0,1.0,0.0,0.0
918,2.0,2,0.0,1.0,0.0,0.0,0.0
930,3.0,3,0.0,0.0,1.0,0.0,0.0
937,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
939,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
940,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
947,2.0,2,0.0,1.0,0.0,0.0,0.0
954,2.0,2,0.0,1.0,0.0,0.0,0.0
959,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
963,2.0,2,0.0,1.0,0.0,0.0,0.0
975,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
981,3.0,3,0.0,0.0,1.0,0.0,0.0
991,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
999,1.0,1,1.0,0.0,0.0,0.0,0.0
1003,2.0,2,0.0,1.0,0.0,0.0,0.0
1013,1.0,1,1.0,0.0,0.0,0.0,0.0
1021,1.0,1,1.0,0.0,0.0,0.0,0.0
1024,1.0,1,1.0,0.0,0.0,0.0,0.0
1050,4.0,4,0.0,0.0,0.0,1.0,0.0
1054,3.0,3,0.0,0.0,1.0,0.0,0.0
1066,3.0,3,0.0,0.0,1.0,0.0,0.0
1067,3.0,3,0.0,0.0,1.0,0.0,0.0
1087,3.0,3,0.0,0.0,1.0,0.0,0.0
1102,3.0,3,0.0,0.0,1.0,0.0,0.0
1107,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
1108,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1110,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
1116,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
1122,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
1126,1.0,1,1.0,0.0,0.0,0.0,0.0
1133,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1140,3.0,3,0.0,0.0,1.0,0.0,0.0
1143,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1150,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
1157,1.0,1,1.0,0.0,0.0,0.0,0.0
1161,1.0,1,1.0,0.0,0.0,0.0,0.0
1164,1.0,1,1.0,0.0,0.0,0.0,0.0
1171,1.0,1,1.0,0.0,0.0,0.0,0.0
1178,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1182,1.0,1,1.0,0.0,0.0,0.0,0.0
1186,3.0,3,0.0,0.0,1.0,0.0,0.0
1195,3.0,3,0.0,0.0,1.0,0.0,0.0
1207,3.0,3,0.0,0.0,1.0,0.0,0.0
1222,3.0,3,0.0,0.0,1.0,0.0,0.0
1227,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1229,3.0,3,0.0,0.0,1.0,0.0,0.0
1248,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1254,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
1255,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
1264,4.0,4,0.0,0.0,0.0,1.0,0.0
1281,4.0,4,0.0,0.0,0.0,1.0,0.0
1317,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1318,3.0,3,0.0,0.0,1.0,0.0,0.0
1329,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1330,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
1332,2.0,2,0.0,1.0,0.0,0.0,0.0
1337,5.0,5,0.0,0.0,0.0,0.0,1.0
1342,5.0,5,0.0,0.0,0.0,0.0,1.0
1343,5.0,5,0.0,0.0,0.0,0.0,1.0
1351,4.0,4,0.0,0.0,0.0,1.0,0.0
1354,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
1377,4.0,4,0.0,0.0,0.0,1.0,0.0
1378,4.0,4,0.0,0.0,0.0,1.0,0.0
1393,5.0,5,0.0,0.0,0.0,0.0,1.0
1395,5.0,5,0.0,0.0,0.0,0.0,1.0
1407,5.0,5,0.0,0.0,0.0,0.0,1.0
1433,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1455,1.0,1,1.0,0.0,0.0,0.0,0.0
1456,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1459,1.0,1,1.0,0.0,0.0,0.0,0.0
1464,1.0,1,1.0,0.0,0.0,0.0,0.0
1488,1.0,1,1.0,0.0,0.0,0.0,0.0
1502,5.0,5,0.0,0.0,0.0,0.0,1.0
