lookup_id,doi_norm,found,abstract,publisher,type,container_title,subjects
DOI:10.1109/lics56636.2023.10175672,10.1109/lics56636.2023.10175672,True,,IEEE,proceedings-article,2023 38th Annual ACM/IEEE Symposium on Logic in Computer Science (LICS),
DOI:10.24963/kr.2020/24,10.24963/kr.2020/24,True,The belief revision literature has largely focussed on the issue of how to revise one’s beliefs in the light of information regarding matters of fact. Here we turn to an important but comparatively neglected issue: How to model agents capable of acquiring information regarding which rules of inference (‘Ramsey Test conditionals’) they ought to use in reasoning about these facts. Our approach to this second question of so-called ‘conditional revision’ is distinctive insofar as it abstracts from the controversial details of how the address the ﬁrst. We introduce a ‘plug and play’ method for uniquely extending any iterated belief revision operator to the conditional case. The ﬂexibility of our approach is achieved by having the result of a conditional revision by a Ramsey Test conditional (‘arrow’) determined by that of a plain revision by its corresponding material conditional (‘hook’). It is shown to satisfy a number of new constraints that are of independent interest.,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,Proceedings of the Seventeenth International Conference on Principles of Knowledge Representation and Reasoning,
DOI:10.1007/978-3-030-81685-8_33,10.1007/978-3-030-81685-8_33,True,"Abstract Hyperproperties are properties of computational systems that require more than one trace to evaluate, e.g., many information-flow security and concurrency requirements. Where a trace property defines a set of traces, a hyperproperty defines a set of sets of traces. The temporal logics HyperLTL and HyperCTL* have been proposed to express hyperproperties. However, their semantics are synchronous in the sense that all traces proceed at the same speed and are evaluated at the same position. This precludes the use of these logics to analyze systems whose traces can proceed at different speeds and allow that different traces take stuttering steps independently. To solve this problem in this paper, we propose an asynchronous variant of HyperLTL. On the negative side, we show that the model-checking problem for this variant is undecidable. On the positive side, we identify a decidable fragment which covers a rich set of formulas with practical applications. We also propose two model-checking algorithms that reduce our problem to the HyperLTL model-checking problem in the synchronous semantics.",Springer International Publishing,book-chapter,Lecture Notes in Computer Science,
DOI:10.24963/kr.2023/79,10.24963/kr.2023/79,True,"Chase algorithms are indispensable in the domain of knowledge base querying, which enable the extraction of implicit knowledge from a given database via applications of rules from a given ontology. Such algorithms have proved beneficial in identifying logical languages which admit decidable query entailment. Within the discipline of proof theory, sequent calculi have been used to write and design proof-search algorithms to identify decidable classes of logics. In this paper, we show that the chase mechanism in the context of existential rules is in essence the same as proof-search in an extension of Gentzen's sequent calculus for first-order logic. Moreover, we show that proof-search generates universal models of knowledge bases, a feature also exhibited by the chase. Thus, we formally connect the main tool for establishing decidability proof-theoretically with a central decidability tool in the context of knowledge representation.",International Joint Conferences on Artificial Intelligence Organization,proceedings-article,Proceedings of the Twentieth International Conference on Principles of Knowledge Representation and Reasoning,
DOI:10.24963/kr.2020/94,10.24963/kr.2020/94,True,"A key aspect of robotic assistants is their ability to contextualize their behavior according to different needs of assistive scenarios. This work presents an ontology-based knowledge representation and reasoning approach supporting the synthesis of personalized behavior of robotic assistants. It introduces an ontological model of health state and functioning of persons based on the International Classification of Functioning, Disability and Health. Moreover, it borrows the concepts of affordance and function from the literature of robotics and manufacturing and adapts them to robotic (physical and cognitive) assistance domain. Knowledge reasoning mechanisms are developed on top of the resulting ontological model to reason about stimulation capabilities of a robot and health state of a person in order to identify action opportunities and achieve personalized assistance. Experimental tests assess the performance of the proposed approach and its capability of dealing with different profiles and stimuli.",International Joint Conferences on Artificial Intelligence Organization,proceedings-article,Proceedings of the Seventeenth International Conference on Principles of Knowledge Representation and Reasoning,
DOI:10.1109/lics.2019.8785796,10.1109/lics.2019.8785796,True,,IEEE,proceedings-article,2019 34th Annual ACM/IEEE Symposium on Logic in Computer Science (LICS),
DOI:10.1007/978-3-030-81688-9_14,10.1007/978-3-030-81688-9_14,True,"Abstract We present a novel length-aware solving algorithm for the quantifier-free first-order theory over regex membership predicate and linear arithmetic over string length. We implement and evaluate this algorithm and related heuristics in the Z3 theorem prover. A crucial insight that underpins our algorithm is that real-world regex and string formulas contain a wealth of information about upper and lower bounds on lengths of strings, and such information can be used very effectively to simplify operations on automata representing regular expressions. Additionally, we present a number of novel general heuristics, such as the prefix/suffix method, that can be used to make a variety of regex solving algorithms more efficient in practice. We showcase the power of our algorithm and heuristics via an extensive empirical evaluation over a large and diverse benchmark of 57256 regex-heavy instances, almost 75% of which are derived from industrial applications or contributed by other solver developers. Our solver outperforms five other state-of-the-art string solvers, namely, CVC4, OSTRICH, Z3seq, Z3str3, and Z3-Trau, over this benchmark, in particular achieving a speedup of 2.4 $$\times $$ × over CVC4, 4.4 $$\times $$ × over Z3seq, 6.4 $$\times $$ × over Z3-Trau, 9.1 $$\times $$ × over Z3str3, and 13 $$\times $$ × over OSTRICH.",Springer International Publishing,book-chapter,Lecture Notes in Computer Science,
DOI:10.1007/978-3-030-37446-4_4,10.1007/978-3-030-37446-4_4,True,,Springer International Publishing,book-chapter,Lecture Notes in Computer Science,
DOI:10.1145/3661814.3662122,10.1145/3661814.3662122,True,,ACM,proceedings-article,Proceedings of the 39th Annual ACM/IEEE Symposium on Logic in Computer Science,
DOI:10.1007/978-3-030-81685-8_25,10.1007/978-3-030-81685-8_25,True,"Abstract Semi-algebraic abstraction is an approach to the safety verification problem for polynomial dynamical systems where the state space is partitioned according to the sign of a set of polynomials. Similarly to predicate abstraction for discrete systems, the number of abstract states is exponential in the number of polynomials. Hence, semi-algebraic abstraction is expensive to explicitly compute and then analyze (e.g., to prove a safety property or extract invariants). In this paper, we propose an implicit encoding of the semi-algebraic abstraction, which avoids the explicit enumeration of the abstract states: the safety verification problem for dynamical systems is reduced to a corresponding problem for infinite-state transition systems, allowing us to reuse existing model-checking tools based on Satisfiability Modulo Theory (SMT). The main challenge we solve is to express the semi-algebraic abstraction as a first-order logic formula that is linear in the number of predicates, instead of exponential, thus letting the model checker lazily explore the exponential number of abstract states with symbolic techniques. We implemented the approach and validated experimentally its potential to prove safety for polynomial dynamical systems.",Springer International Publishing,book-chapter,Lecture Notes in Computer Science,
DOI:10.1007/978-3-030-25540-4_11,10.1007/978-3-030-25540-4_11,True,,Springer International Publishing,book-chapter,Lecture Notes in Computer Science,
