id,score,pred,p_label_1,p_label_2,p_label_3,p_label_4,p_label_5
718,3.0,3,0.0,0.0,1.0,0.0,0.0
723,4.0,4,0.0,0.0,0.0,1.0,0.0
725,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
729,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
748,2.0,2,0.0,1.0,0.0,0.0,0.0
756,3.0,3,0.0,0.0,1.0,0.0,0.0
767,5.0,5,0.0,0.0,0.0,0.0,1.0
769,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
796,2.0,2,0.0,1.0,0.0,0.0,0.0
799,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
800,2.0,2,0.0,1.0,0.0,0.0,0.0
820,4.0,4,0.0,0.0,0.0,1.0,0.0
828,3.0,3,0.0,0.0,1.0,0.0,0.0
849,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
857,3.0,3,0.0,0.0,1.0,0.0,0.0
863,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
873,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
877,5.0,5,0.0,0.0,0.0,0.0,1.0
884,1.0,1,1.0,0.0,0.0,0.0,0.0
892,1.0,1,1.0,0.0,0.0,0.0,0.0
896,1.0,1,1.0,0.0,0.0,0.0,0.0
899,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
908,2.0,2,0.0,1.0,0.0,0.0,0.0
910,2.0,2,0.0,1.0,0.0,0.0,0.0
920,2.0,2,0.0,1.0,0.0,0.0,0.0
929,2.0,2,0.0,1.0,0.0,0.0,0.0
931,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
933,2.0,2,0.0,1.0,0.0,0.0,0.0
951,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
952,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
979,5.0,5,0.0,0.0,0.0,0.0,1.0
982,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
983,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
986,2.0,2,0.0,1.0,0.0,0.0,0.0
987,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
989,2.0,2,0.0,1.0,0.0,0.0,0.0
990,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
996,2.0,2,0.0,1.0,0.0,0.0,0.0
997,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
998,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1006,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1007,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1011,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1032,1.0,1,1.0,0.0,0.0,0.0,0.0
1042,1.0,1,1.0,0.0,0.0,0.0,0.0
1051,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1053,2.0,2,0.0,1.0,0.0,0.0,0.0
1060,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1061,2.0,2,0.0,1.0,0.0,0.0,0.0
1068,2.0,2,0.0,1.0,0.0,0.0,0.0
1074,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1082,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1083,2.0,2,0.0,1.0,0.0,0.0,0.0
1106,5.0,5,0.0,0.0,0.0,0.0,1.0
1109,2.0,2,0.0,1.0,0.0,0.0,0.0
1114,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1120,2.0,2,0.0,1.0,0.0,0.0,0.0
1123,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1130,2.0,2,0.0,1.0,0.0,0.0,0.0
1132,2.0,2,0.0,1.0,0.0,0.0,0.0
1135,2.0,2,0.0,1.0,0.0,0.0,0.0
1138,2.0,2,0.0,1.0,0.0,0.0,0.0
1145,2.0,2,0.0,1.0,0.0,0.0,0.0
1163,1.0,1,1.0,0.0,0.0,0.0,0.0
1172,1.0,1,1.0,0.0,0.0,0.0,0.0
1179,1.0,1,1.0,0.0,0.0,0.0,0.0
1180,1.0,1,1.0,0.0,0.0,0.0,0.0
1185,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1208,2.0,2,0.0,1.0,0.0,0.0,0.0
1209,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1211,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1214,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1228,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1230,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1232,2.0,2,0.0,1.0,0.0,0.0,0.0
1244,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1265,1.0,1,1.0,0.0,0.0,0.0,0.0
1275,4.0,4,0.0,0.0,0.0,1.0,0.0
1282,2.0,2,0.0,1.0,0.0,0.0,0.0
1296,4.0,4,0.0,0.0,0.0,1.0,0.0
1298,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1299,1.0,1,1.0,0.0,0.0,0.0,0.0
1302,5.0,5,0.0,0.0,0.0,0.0,1.0
1305,3.0,3,0.0,0.0,1.0,0.0,0.0
1310,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1311,4.0,4,0.0,0.0,0.0,1.0,0.0
1313,5.0,5,0.0,0.0,0.0,0.0,1.0
1320,4.0,4,0.0,0.0,0.0,1.0,0.0
1321,5.0,5,0.0,0.0,0.0,0.0,1.0
1349,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1350,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1368,2.0,2,0.0,1.0,0.0,0.0,0.0
1370,5.0,5,0.0,0.0,0.0,0.0,1.0
1372,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1379,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
1400,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
1405,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1419,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1427,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1429,1.0,1,1.0,0.0,0.0,0.0,0.0
1436,1.0,1,1.0,0.0,0.0,0.0,0.0
1441,1.0,1,1.0,0.0,0.0,0.0,0.0
1442,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1444,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1465,1.0,1,1.0,0.0,0.0,0.0,0.0
1467,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1481,2.0,2,0.0,1.0,0.0,0.0,0.0
1482,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1486,1.0,1,1.0,0.0,0.0,0.0,0.0
1487,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1500,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1508,1.0,1,1.0,0.0,0.0,0.0,0.0
1534,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1555,1.0,1,1.0,0.0,0.0,0.0,0.0
1569,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1573,1.0,1,1.0,0.0,0.0,0.0,0.0
1579,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1581,1.0,1,1.0,0.0,0.0,0.0,0.0
1583,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1589,1.0,1,1.0,0.0,0.0,0.0,0.0
1602,1.0,1,1.0,0.0,0.0,0.0,0.0
1626,5.0,5,0.0,0.0,0.0,0.0,1.0
1627,5.0,5,0.0,0.0,0.0,0.0,1.0
1644,5.0,5,0.0,0.0,0.0,0.0,1.0
1648,5.0,5,0.0,0.0,0.0,0.0,1.0
1649,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1664,1.0,1,1.0,0.0,0.0,0.0,0.0
1676,1.0,1,1.0,0.0,0.0,0.0,0.0
1678,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1698,1.0,1,1.0,0.0,0.0,0.0,0.0
1699,2.0,2,0.0,1.0,0.0,0.0,0.0
1704,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1710,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1718,2.0,2,0.0,1.0,0.0,0.0,0.0
1725,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1737,5.0,5,0.0,0.0,0.0,0.0,1.0
1747,5.0,5,0.0,0.0,0.0,0.0,1.0
1757,5.0,5,0.0,0.0,0.0,0.0,1.0
1768,1.0,1,1.0,0.0,0.0,0.0,0.0
1771,1.0,1,1.0,0.0,0.0,0.0,0.0
1773,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1806,1.0,1,1.0,0.0,0.0,0.0,0.0
1812,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1814,1.0,1,1.0,0.0,0.0,0.0,0.0
1824,1.0,1,1.0,0.0,0.0,0.0,0.0
1827,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1828,1.0,1,1.0,0.0,0.0,0.0,0.0
1834,2.0,2,0.0,1.0,0.0,0.0,0.0
