id,score,pred,p_label_1,p_label_2,p_label_3,p_label_4,p_label_5
713,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
743,1.0,1,1.0,0.0,0.0,0.0,0.0
744,1.0,1,1.0,0.0,0.0,0.0,0.0
749,2.0,2,0.0,1.0,0.0,0.0,0.0
751,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
765,4.0,4,0.0,0.0,0.0,1.0,0.0
770,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
773,2.0,2,0.0,1.0,0.0,0.0,0.0
776,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
784,2.0,2,0.0,1.0,0.0,0.0,0.0
809,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
811,2.0,2,0.0,1.0,0.0,0.0,0.0
818,2.0,2,0.0,1.0,0.0,0.0,0.0
824,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
834,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
835,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
868,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
874,3.0,3,0.0,0.0,1.0,0.0,0.0
878,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
879,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
885,5.0,5,0.0,0.0,0.0,0.0,1.0
888,1.0,1,1.0,0.0,0.0,0.0,0.0
903,3.0,3,0.0,0.0,1.0,0.0,0.0
911,5.0,5,0.0,0.0,0.0,0.0,1.0
912,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
918,2.0,2,0.0,1.0,0.0,0.0,0.0
930,2.0,2,0.0,1.0,0.0,0.0,0.0
937,3.0,3,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22
939,2.0,2,0.0,1.0,0.0,0.0,0.0
940,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
947,2.0,2,0.0,1.0,0.0,0.0,0.0
954,2.0,2,0.0,1.0,0.0,0.0,0.0
959,2.0,2,0.0,1.0,0.0,0.0,0.0
963,2.0,2,0.0,1.0,0.0,0.0,0.0
975,3.0,3,0.0,0.0,1.0,0.0,0.0
981,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
991,5.0,5,0.0,0.0,0.0,0.0,1.0
999,1.0,1,1.0,0.0,0.0,0.0,0.0
1003,2.0,2,0.0,1.0,0.0,0.0,0.0
1013,1.0,1,1.0,0.0,0.0,0.0,0.0
1021,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1024,1.0,1,1.0,0.0,0.0,0.0,0.0
1050,3.0,3,0.0,0.0,1.0,0.0,0.0
1054,2.0,2,0.0,1.0,0.0,0.0,0.0
1066,2.0,2,0.0,1.0,0.0,0.0,0.0
1067,3.0,3,0.0,0.0,1.0,0.0,0.0
1087,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1102,3.0,3,0.0,0.0,1.0,0.0,0.0
1107,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1108,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1110,2.0,2,0.0,1.0,0.0,0.0,0.0
1116,2.0,2,0.0,1.0,0.0,0.0,0.0
1122,5.0,5,0.0,0.0,0.0,0.0,1.0
1126,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1133,2.0,2,0.0,1.0,0.0,0.0,0.0
1140,3.0,3,0.0,0.0,1.0,0.0,0.0
1143,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1150,2.0,2,0.0,1.0,0.0,0.0,0.0
1157,1.0,1,1.0,0.0,0.0,0.0,0.0
1161,1.0,1,1.0,0.0,0.0,0.0,0.0
1164,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1171,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1178,1.0,1,1.0,0.0,0.0,0.0,0.0
1182,1.0,1,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1186,2.0,2,0.0,1.0,0.0,0.0,0.0
1195,2.0,2,0.0,1.0,0.0,0.0,0.0
1207,3.0,3,0.0,0.0,1.0,0.0,0.0
1222,2.0,2,0.0,1.0,0.0,0.0,0.0
1227,2.0,2,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22
1229,2.0,2,0.0,1.0,0.0,0.0,0.0
1248,2.0,2,0.0,1.0,0.0,0.0,0.0
1254,4.0,4,0.0,0.0,0.0,1.0,0.0
1255,3.0,3,0.0,0.0,1.0,0.0,0.0
1264,5.0,5,0.0,0.0,0.0,0.0,1.0
1281,4.0,4,0.0,0.0,0.0,1.0,0.0
1317,5.0,5,0.0,0.0,0.0,0.0,1.0
1318,2.0,2,0.0,1.0,0.0,0.0,0.0
1329,5.0,5,0.0,0.0,0.0,0.0,1.0
1330,5.0,5,0.0,0.0,0.0,0.0,1.0
1332,2.0,2,0.0,1.0,0.0,0.0,0.0
1337,5.0,5,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0
1342,5.0,5,0.0,0.0,0.0,0.0,1.0
1343,5.0,5,0.0,0.0,0.0,0.0,1.0
1351,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
1354,4.0,4,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22
1377,5.0,5,0.0,0.0,0.0,0.0,1.0
1378,4.0,4,0.0,0.0,0.0,1.0,0.0
