id,score,pred
2491,1.5020833333333334,1
2707,2.2260416666666667,2
1248,3.5208333333333335,4
1433,2.73125,3
2339,1.3020833333333333,1
773,1.5088541666666666,1
1330,3.759375,4
1561,2.027083333333333,2
1904,1.8130208333333333,1
912,2.2625,2
2420,2.207291666666667,2
888,1.7286458333333334,1
1780,1.4453125,1
1395,4.235416666666667,5
2551,2.678125,3
1778,2.3697916666666665,2
2060,2.859375,3
2834,1.1052083333333333,1
2089,2.8520833333333333,3
744,1.0786458333333333,1
2205,1.7171875,1
2156,2.8364583333333333,3
1229,3.845833333333333,4
963,3.019791666666667,3
2769,3.0947916666666666,3
885,1.6958333333333333,1
2712,2.8109375,3
2657,1.4765625,1
1545,3.140625,3
1509,1.1192708333333334,1
1791,1.7140625,1
2322,1.2854166666666667,1
1838,1.1078125,1
749,3.54375,4
947,3.1885416666666666,3
981,2.3421875,2
2471,1.8072916666666667,1
2180,1.3635416666666667,1
1895,3.3520833333333333,4
2113,1.5869791666666666,1
1255,3.4625,4
1893,1.2114583333333333,1
2277,1.9364583333333334,2
1955,2.775,3
2346,1.64375,1
2871,1.1348958333333334,1
874,3.14375,3
2589,2.2119791666666666,2
1616,2.6927083333333335,3
2653,1.784375,1
2305,1.8515625,1
2357,1.8703125,1
1890,1.4239583333333334,1
1701,1.84375,1
3005,1.4895833333333333,1
2591,1.5489583333333334,1
2148,3.14375,3
1623,1.88125,1
2410,1.7010416666666666,1
2165,1.4765625,1
3063,2.236458333333333,2
2535,1.0515625,1
1222,2.613541666666667,3
1816,1.2140625,1
1700,4.95,5
811,2.3411458333333335,2
2639,1.6614583333333333,1
2208,2.051041666666667,2
2538,1.8927083333333334,1
1087,4.311458333333333,5
1662,1.4526041666666667,1
3077,1.2609375,1
2917,1.8333333333333333,1
1922,1.79375,1
2866,1.6921875,1
2691,2.99375,3
1557,1.5,1
1896,2.4614583333333333,2
2247,1.8854166666666667,1
2583,2.4994791666666667,2
2893,2.847916666666667,3
1126,2.48125,2
2877,4.014583333333333,4
1332,3.48125,4
2209,1.1869791666666667,1
2460,1.275,1
1054,2.9145833333333333,3
1455,1.1614583333333333,1
2292,1.9505208333333333,2
1753,1.0744791666666667,1
2793,2.197395833333333,2
2190,2.816666666666667,3
2848,2.253645833333333,2
1813,2.676041666666667,3
1907,1.3385416666666667,1
940,1.98125,2
2066,1.1463541666666666,1
2304,1.3739583333333334,1
2211,1.3395833333333333,1
1464,3.325,4
1337,4.710416666666666,5
1592,1.4104166666666667,1
2805,1.090625,1
1764,1.4432291666666666,1
1195,2.5260416666666665,3
2486,3.6479166666666667,4
1988,1.775,1
770,3.05,3
2153,1.8390625,1
1615,1.8854166666666667,1
2497,1.5619791666666667,1
2103,1.8380208333333334,1
1540,1.9635416666666667,2
1013,1.9145833333333333,2
868,3.121875,3
1150,2.2729166666666667,2
2188,1.4635416666666667,1
2282,2.4869791666666665,2
1157,1.1020833333333333,1
2826,1.3057291666666666,1
2400,2.095833333333333,2
2855,1.3005208333333333,1
2570,1.4411458333333333,1
2154,1.4067708333333333,1
2676,2.0390625,2
2931,3.7333333333333334,4
2518,1.1213541666666667,1
2409,1.4276041666666666,1
2844,2.534375,3
1632,3.2916666666666665,4
2161,1.5927083333333334,1
937,2.2348958333333333,2
2438,2.178125,2
2822,2.753645833333333,3
1510,1.00625,1
3079,4.333333333333333,5
1733,4.320833333333334,5
1122,2.209375,2
1354,2.035416666666667,2
1133,3.4385416666666666,4
1254,3.559375,4
2057,1.5260416666666667,1
1178,1.5677083333333333,1
2122,2.2578125,2
1342,4.59375,5
1803,3.80625,4
2967,1.5036458333333333,1
959,4.394791666666666,5
1143,4.6875,5
2868,2.2098958333333334,2
2030,3.9916666666666667,4
1110,3.375,4
784,3.402083333333333,4
2900,1.6958333333333333,1
2709,1.6203125,1
3015,3.00625,3
