id,score,pred
979,5.006055345472494,5
1106,2.5088169476908213,2
1894,1.7375114177349638,1
1718,1.7460083814032445,1
1989,1.9531651163842407,2
2010,1.4375507962043292,1
2356,1.9913218312760845,2
1179,1.5094203285677905,1
3001,1.4326766677584302,1
796,3.795595024950356,4
1771,1.4911318849596467,1
986,2.3942453493653497,2
1725,1.2649043346903315,1
1296,4.097131015492886,4
2983,1.699648107047807,1
2666,2.5981577306174644,3
2573,2.6013450720989604,3
1999,2.729807451038544,3
1828,1.522987590491586,1
1877,4.962909446550176,5
2087,2.139196753485158,2
1581,2.0063982119865624,2
1185,4.951124914332687,5
1873,1.5179239351454281,1
952,3.274048081950607,4
2572,1.0901920175655955,1
1835,4.264977071152275,5
1320,2.0584839803327117,2
2083,2.0571477749462352,2
1310,3.876372721162713,4
1053,3.2484960085757084,3
1698,1.9403664985713274,2
1372,2.764338766277813,3
2847,1.3441484982082186,1
2537,2.460827966384599,2
2808,1.9127296110400391,2
1311,3.157900760520442,3
2863,2.021804828584546,2
3085,1.4615276062505707,1
1265,3.0562312730849706,3
2446,1.6168192964172594,1
2186,2.7452179051996315,3
2898,1.9977720302248003,2
2529,2.9431895229862968,3
2810,1.0527163716173191,1
997,1.9530081347732737,2
2836,1.3483916673830758,1
2194,1.5910970491682728,1
1964,1.6978130871785262,1
910,4.376923430939071,5
2032,1.539022769894522,1
1405,4.614825441339497,5
1305,4.612570171047226,5
799,2.699862137609726,3
1145,3.969638761162996,4
1083,4.792236978564029,5
2913,2.849790268710795,3
1370,3.1724606731834117,3
1379,3.1877716136028202,3
2896,2.4350981492297934,2
2406,2.3085959404766307,2
3060,1.8387252520627229,1
2470,2.7077877818638374,3
1678,4.119062111518891,5
877,2.5492141139970426,3
1972,1.9680255120675771,2
1812,1.0411656468856227,1
2796,1.9785961661097826,2
3051,1.5768051930241447,1
983,1.5832008203727888,1
1275,2.4008707861488263,2
1998,1.7307247294067092,1
2210,1.7042497083354498,1
2786,1.2169802734508628,1
951,4.009489817364603,4
2465,1.1565287067973207,1
1228,1.497112214776408,1
2524,1.824068542049995,1
2093,1.2450652927838481,1
1921,4.173935970524408,5
3034,1.2694316204234262,1
1676,3.2420433838978155,3
1214,3.80019574076989,4
2275,2.0848332326564187,2
2789,2.545520728521465,2
756,2.2000712217091256,2
1130,2.7963515665220253,3
1555,1.3704675276986988,1
1487,1.5559233097039287,1
2041,1.820887868526536,1
1931,1.3291566720429628,1
1349,1.6677042854804036,1
725,2.911815699833426,3
1006,4.040345037797327,4
989,4.646145245905848,5
2265,1.7629581811486397,1
1969,1.3965548596449497,1
2562,2.10007696498447,2
2959,2.197425853698508,2
2102,1.8107997714902988,1
933,3.46266224017481,4
1648,4.361894565433197,5
1132,1.845893510175634,1
2912,2.432856522363774,2
1602,1.0605230004651491,1
1627,4.1914280717336405,5
1302,3.8959138938978,4
1910,2.242177076622186,2
1208,2.0477726107073426,2
1109,3.0954442476776043,3
908,3.6727703026329506,4
2819,1.4435682719960277,1
2106,1.5115336490637152,1
899,4.513312448310257,5
2262,2.0979040844915358,2
1429,2.0128179605874386,2
828,1.795947374836127,1
1900,1.3449979489618757,1
1368,1.7531529552856608,1
767,4.32716536872025,5
849,2.6709203356609126,3
1442,1.0607378134290077,1
2693,2.396315624517825,2
2947,1.4850058707403995,1
1925,3.5543961369521133,4
2062,2.8459948459766427,3
987,3.4106871366353975,4
2354,1.6940519909650629,1
3018,1.2244540213241701,1
2577,2.3303342563830642,2
1082,4.74056090699073,5
2144,1.517764787662347,1
2880,1.974907113127384,2
1626,4.894978349150096,5
1400,2.511855158441599,2
1051,2.766414549480548,3
2603,1.3174922750547828,1
1135,1.2494346104785314,1
2452,1.9999766577486437,2
1482,2.3791377904461695,2
2206,3.959234954492201,4
1282,3.168665933456211,3
1500,1.3173719012394647,1
1992,1.5927369424105204,1
1114,3.1442352976491383,3
769,2.809078505833884,3
2828,2.247487838830079,2
2988,1.047027942680274,1
2259,2.081223444698473,2
2237,2.0429265523571507,2
2121,1.0147653376732826,1
2597,1.4429964985493577,1
2767,1.183885452176084,1
2593,3.8746964458555486,4
2878,1.0596570108176349,1
1427,3.2127581939094947,3
2061,2.9521326149651563,3
1211,2.6910391023372475,3
1467,3.7512399936597807,4
929,2.4841510564048126,2
1244,2.9098570830822763,3
1419,4.450460404439535,5
1321,3.5884095335329844,4
1747,4.37046940123396,5
1569,2.6740049048881644,3
1908,2.17926390499764,2
1074,3.822003848334485,4
1814,2.8461493392469475,3
723,2.8543018287069475,3
2500,1.10260128612442,1
1710,3.784125536886704,4
931,2.7446912342211855,3
1768,2.653874889090185,3
718,3.7047222292766646,4
1978,3.195159497070564,3
1232,3.155197828663331,3
996,3.0506371423242613,3
2791,1.1585229338787204,1
1773,1.6322965775745386,1
1011,3.873973177345422,4
2419,1.3552561055828178,1
884,1.798901757931208,1
1824,1.3305076637457556,1
1986,1.720685556892399,1
2037,1.146665077011128,1
2962,3.124338431650732,3
1508,1.0003235760111995,1
1032,2.3766528876006308,2
1061,1.5812812844814024,1
1299,2.3208724712940803,2
2903,1.293747169452024,1
857,1.7536851896092738,1
2421,1.1698640285703419,1
1806,3.264299233034058,4
2973,1.1802543199920366,1
1172,1.0500050185971974,1
1042,2.213683592764521,2
1007,3.416570388588243,4
2505,1.1743087163932535,1
920,2.694678106479898,3
1583,1.243433925287445,1
2022,1.9386866063786352,2
2951,2.438636424296001,2
2381,1.6282773266131647,1
863,3.012080952696425,3
1444,1.4888687686366493,1
1060,2.9588964449618285,3
748,1.7947076990225745,1
2989,1.9831772910069505,2
3008,2.3319036521149887,2
2469,1.1994411131678713,1
1068,3.0727798615605546,3
2258,4.062389171834343,4
3069,1.2451214962364294,1
1579,3.920117545786217,4
1990,1.609936862964439,1
1209,1.2757370521646654,1
1649,3.3361176560549035,4
2120,1.3393350199691836,1
2814,1.8804617040764993,1
1313,4.218371655780747,5
2641,2.2803856171395505,2
2622,2.3060280539189972,2
1851,2.1670601172484827,2
2650,2.7417473232706,3
2920,1.806991761925256,1
1180,1.0531058846079544,1
2968,1.254695132575394,1
1827,1.7201186508449198,1
1350,2.4497940792555526,2
1949,3.2914780773415573,4
2714,3.6025799156091804,4
1737,3.630363024211009,4
3059,2.0894694982022646,2
1834,3.619971178740882,4
2600,1.281433685776089,1
729,2.398932019052502,2
892,1.6163779246765217,1
820,2.0001979028502355,2
2191,2.607383292514122,3
1534,1.7406635735326734,1
896,1.05237599662346,1
2987,1.8872999311933296,1
2658,2.1025799887399095,2
2549,1.7749680781607402,1
1298,2.3795419786036796,2
1123,3.43514521554087,4
2326,1.7805578467665835,1
1573,1.8205941233560115,1
1664,3.152662131817227,3
2734,2.093079188003652,2
990,4.09714434941464,4
2230,1.209433130501926,1
1441,1.4483351919564036,1
1436,1.6080646700734085,1
2424,4.368572890661417,5
2082,1.675133661243219,1
2643,1.3841218869020757,1
1971,1.7551371592079998,1
2149,2.6442363725114157,3
1993,1.8302619738216435,1
2390,1.3124416390241187,1
2736,1.1834211994377608,1
1138,2.674865732969507,3
2690,2.797508752166765,3
1757,4.133591771229911,5
1589,1.163935634115038,1
2358,1.5985301955042275,1
1230,3.7822730190066554,4
1120,2.4587169624251306,2
2495,1.4143574434199777,1
2492,3.1752142026390793,3
2264,1.8640142043195784,1
1481,3.9352218778120056,4
2033,2.461792525426776,2
1704,1.782539340005913,1
2114,1.6037881411024488,1
